time_in_shelter_days,age_upon_outcome_(years),age_upon_outcome_(days)
1.03,0.493150685,180
20.02,0.246575342,90
0.46,1,365
0.41,1,365
0.15,15,5475
5.31,1,365
68.46,1,365
0.97,2,730
4.09,1,365
4.09,1,365
0.1,1,365
5.15,0.164383562,60
5.16,0.164383562,60
7.15,0.164383562,60
7.12,0.164383562,60
1.04,2,730
10.98,0.410958904,150
22.89,3,1095
76.85,7,2555
10.81,5,1825
0.03,4,1460
4.95,0.410958904,150
48,0.410958904,150
0.02,2,730
0.89,0.328767123,120
0.01,2,730
7.01,1,365
5.03,1,365
4.96,0.493150685,180
3.97,1,365
3.09,0.821917808,300
580.12,2,730
51.99,0.082191781,30
51.96,0.082191781,30
52,0.082191781,30
52.01,0.082191781,30
52.06,0.082191781,30
75.67,0.164383562,60
52.01,0.082191781,30
51.99,0.082191781,30
1.14,2,730
5.95,2,730
12.15,0.904109589,330
12.15,0.904109589,330
8.08,2,730
0.3,1,365
4,1,365
4.35,2,730
9.07,0.328767123,120
7.27,1,365
3.5,1,365
4.25,0.410958904,150
6.87,1,365
0.78,1,365
1.02,7,2555
5.24,2,730
6.16,2,730
6.26,2,730
117.17,0.739726027,270
4.22,2,730
6.15,0.164383562,60
4.95,0.164383562,60
1.1,0.657534247,240
3.51,3,1095
4.17,2,730
52.82,1,365
2.9,1,365
6.06,1,365
3.98,1,365
4.95,1,365
21.75,1,365
6.87,1,365
10.74,1,365
0.47,1,365
73.71,7,2555
251.51,5,1825
7.73,1,365
5.51,0.164383562,60
5.51,1,365
15.37,7,2555
232.98,7,2555
35.34,2,730
27.04,4,1460
5.32,1,365
5.27,6,2190
1.3,0.328767123,120
4.04,2,730
4.34,1,365
9.01,0.575342466,210
9,0.328767123,120
4.07,1,365
177.03,8,2920
0.75,2,730
4.98,2,730
11.92,2,730
5.24,0.246575342,90
4.92,0.164383562,60
5.92,0.164383562,60
4.2,0.164383562,60
4.16,0.164383562,60
0.12,0.575342466,210
6.9,0.164383562,60
8.94,0.164383562,60
5.12,0.164383562,60
3.13,1,365
4.95,0.739726027,270
6.09,0.164383562,60
4.16,1,365
8.86,5,1825
6.11,1,365
11.08,3,1095
5.09,4,1460
5.1,4,1460
8.03,1,365
3.09,0.657534247,240
5.01,2,730
4.81,0.246575342,90
5.05,0.246575342,90
9.93,0.739726027,270
0.3,11,4015
5.11,0.739726027,270
5.33,0.739726027,270
5.07,3,1095
4.29,0.328767123,120
4.22,0.246575342,90
54.07,1,365
20.05,2,730
19.89,0.904109589,330
3.02,2,730
42,3,1095
3.79,1,365
21.06,2,730
11.84,0.246575342,90
74.77,1,365
31.71,0.164383562,60
5.03,0.575342466,210
48.67,0.164383562,60
10.74,0.164383562,60
5,2,730
4.05,1,365
31.04,0.164383562,60
2.46,4,1460
4.2,3,1095
1.48,2,730
68.16,0.493150685,180
9.35,7,2555
25.32,1,365
16.09,0.657534247,240
16.55,1,365
4.33,0.246575342,90
1.23,2,730
30.17,0.164383562,60
30.22,0.164383562,60
5.05,0.739726027,270
29.28,0.164383562,60
48.14,1,365
7.97,1,365
7.97,1,365
5.18,2,730
0.01,0.410958904,150
10.98,2,730
4.23,0.410958904,150
4.12,2,730
9.15,1,365
5,0.164383562,60
3.14,0.657534247,240
11.04,2,730
48.35,2,730
20.93,2,730
11.2,5,1825
2.21,1,365
14.06,0.164383562,60
14.06,0.164383562,60
25.11,0.328767123,120
26.84,0.246575342,90
41.96,0.328767123,120
4.93,1,365
24.94,0.246575342,90
696.01,2,730
42.03,0.328767123,120
13.23,2,730
5.47,6,2190
1.17,1,365
2.01,2,730
13.28,2,730
15.34,2,730
29.29,6,2190
6.22,0.493150685,180
0.12,0.082191781,30
7.21,0.328767123,120
0.6,10,3650
16.02,10,3650
9.16,5,1825
19.27,0.164383562,60
19.23,0.164383562,60
19.26,0.164383562,60
3.18,0.410958904,150
11.26,1,365
0.93,2,730
4.01,6,2190
6.16,0.164383562,60
7.22,7,2555
7.17,7,2555
1.13,13,4745
0.04,1,365
19.23,1,365
6.07,2,730
1.82,3,1095
7.86,5,1825
3.89,3,1095
25.73,3,1095
7,0.328767123,120
9.8,1,365
6.46,1,365
13.23,2,730
3.25,2,730
6.17,1,365
0.08,13,4745
5.28,0.164383562,60
2.24,1,365
6.27,0.164383562,60
6.27,0.164383562,60
6.26,0.493150685,180
3.13,0.328767123,120
2.08,0.328767123,120
6.26,0.493150685,180
8.1,0.493150685,180
8.1,0.493150685,180
4.22,1,365
7.25,0.821917808,300
2.08,8,2920
14.07,2,730
11,2,730
11,2,730
0.24,0.076712329,28
0.24,0.076712329,28
0.24,0.076712329,28
13.15,0.493150685,180
13.15,0.493150685,180
12.18,0.493150685,180
12.18,0.493150685,180
6.13,4,1460
7.17,3,1095
7.2,3,1095
43.4,2,730
18.17,3,1095
0.92,12,4380
2.35,3,1095
5.03,0.657534247,240
18.16,4,1460
18.16,4,1460
3.54,4,1460
0.91,4,1460
13.79,2,730
6.05,4,1460
2.88,0.575342466,210
8.13,4,1460
6,2,730
14.94,2,730
8.09,2,730
16.24,2,730
1.24,16,5840
9.03,7,2555
6.11,6,2190
5.01,1,365
45.16,1,365
38.11,0.082191781,30
6.25,1,365
1.11,6,2190
17.05,2,730
22.1,4,1460
6.14,2,730
8.14,4,1460
0.05,5,1825
1.95,0.246575342,90
0.37,13,4745
12.9,0.082191781,30
15.04,11,4015
3.82,2,730
5.97,2,730
7.07,2,730
4,2,730
0.67,8,2920
0.06,3,1095
42.87,3,1095
4.76,6,2190
19.19,0.821917808,300
5.25,2,730
6.34,2,730
100.23,2,730
5.03,3,1095
0.04,1,365
16.31,4,1460
26.92,2,730
76,2,730
5.3,0.164383562,60
16.13,0.739726027,270
30.03,0.821917808,300
34.02,0.082191781,30
0.05,6,2190
0.27,2,730
59.48,1,365
5.25,0.164383562,60
12.46,2,730
12.94,9,3285
0.02,2,730
13.82,0.904109589,330
11.91,5,1825
6.87,0.493150685,180
7.89,9,3285
21.06,3,1095
4.08,2,730
0.73,14,5110
5.28,2,730
9,2,730
14,2,730
8.19,2,730
10.21,2,730
9.32,1,365
107.12,2,730
43.08,1,365
25.28,0.904109589,330
11.94,5,1825
12,5,1825
4,10,3650
10.01,0.328767123,120
0.8,4,1460
5.75,7,2555
2.82,1,365
37.3,1,365
52.37,1,365
10.34,2,730
14.26,0.575342466,210
1.09,0.575342466,210
0.14,2,730
4.66,2,730
8.14,2,730
2.8,2,730
6.04,1,365
10.96,1,365
1.19,0.904109589,330
0.82,0.739726027,270
14.14,1,365
5.93,1,365
4.8,0.575342466,210
0.14,1,365
1.73,0.904109589,330
7.6,2,730
8.16,0.493150685,180
2.22,1,365
9.08,2,730
1.38,15,5475
10.15,5,1825
9.39,2,730
2.27,6,2190
2.27,10,3650
5.21,1,365
23.13,8,2920
32.92,8,2920
5.4,2,730
80.14,0.246575342,90
1.23,0.904109589,330
0.79,5,1825
2.22,5,1825
5.21,0.082191781,30
5.2,0.164383562,60
78.26,2,730
4.22,0.164383562,60
2.28,1,365
0.07,2,730
63.15,8,2920
28.13,8,2920
0.01,1,365
4.01,4,1460
5.07,0.164383562,60
5.07,0.164383562,60
10.02,2,730
0.12,2,730
2.03,2,730
156.8,15,5475
11.14,2,730
5.04,1,365
0.28,2,730
41.15,2,730
47.02,2,730
7.16,3,1095
6.07,2,730
0.04,0.904109589,330
25.08,5,1825
3.93,4,1460
8.84,0.821917808,300
3.93,1,365
4.8,4,1460
2.1,1,365
7.01,0.246575342,90
1.89,3,1095
5,1,365
7,1,365
7.79,1,365
0.72,3,1095
0.5,0.493150685,180
25.94,6,2190
48.32,5,1825
0.17,4,1460
4.07,4,1460
0.79,1,365
29.83,3,1095
77.07,3,1095
0.01,2,730
3.14,0.739726027,270
12.81,5,1825
7.08,5,1825
51.03,2,730
7.88,0.082191781,30
14.07,5,1825
11.95,3,1095
6.98,5,1825
12.11,2,730
47.09,0.164383562,60
47.09,0.164383562,60
65.82,0.246575342,90
47.85,0.164383562,60
4.82,1,365
6.96,1,365
5.01,1,365
6.06,1,365
4.21,1,365
3.01,5,1825
4.21,1,365
53.32,0.328767123,120
4.21,1,365
6.28,0.246575342,90
5.12,0.410958904,150
26.04,1,365
4.16,1,365
8.5,2,730
13.19,3,1095
0.83,0.164383562,60
6.17,0.082191781,30
6.98,2,730
7.17,0.082191781,30
11.27,2,730
0.22,9,3285
6.26,9,3285
11.23,2,730
38.9,4,1460
14.01,4,1460
7.23,4,1460
11.96,4,1460
1.09,3,1095
1.13,1,365
1.13,5,1825
11.18,0.328767123,120
8.16,7,2555
6.37,3,1095
0.03,0.493150685,180
51.91,15,5475
69.88,15,5475
11.15,0.328767123,120
0.9,8,2920
8.85,0.328767123,120
6.08,0.821917808,300
27.04,2,730
0.05,9,3285
22.79,8,2920
18.34,6,2190
4.42,12,4380
0.16,0.493150685,180
7.15,7,2555
75.18,3,1095
18.26,9,3285
10.32,2,730
5.26,0.164383562,60
10.31,1,365
0.07,10,3650
1.08,0.164383562,60
0.13,5,1825
7.98,10,3650
1.17,2,730
3.97,0.164383562,60
3.97,0.164383562,60
5.24,0.164383562,60
3.97,0.164383562,60
219.1,6,2190
21.35,1,365
21.35,0.082191781,30
21.35,0.082191781,30
21.22,0.082191781,30
14.16,2,730
60.01,3,1095
4.19,0.328767123,120
5.14,0.575342466,210
10.18,0.739726027,270
5.4,6,2190
5.08,3,1095
12,1,365
48.98,2,730
48.98,2,730
48.35,2,730
25.13,2,730
19.98,3,1095
7.96,11,4015
0.82,1,365
3.91,0.410958904,150
1.08,0.164383562,60
6.96,10,3650
6.07,4,1460
243.81,4,1460
4.91,1,365
0.07,1,365
5.35,0.575342466,210
0.28,5,1825
9.33,0.493150685,180
19.22,1,365
3.89,3,1095
4.94,8,2920
8.47,5,1825
6.21,5,1825
3.84,2,730
10.94,4,1460
1.31,1,365
6.16,0.164383562,60
9.21,2,730
9.19,2,730
0.14,0.493150685,180
10.7,4,1460
9.78,4,1460
23.06,5,1825
6.02,4,1460
23.96,8,2920
3.81,3,1095
4.98,1,365
8.99,2,730
4.01,1,365
5.67,5,1825
0.3,8,2920
9.91,13,4745
6.08,2,730
10.32,1,365
8.32,1,365
0.1,1,365
5.5,0.164383562,60
17.94,4,1460
5.22,5,1825
8.25,7,2555
5.18,0.082191781,30
16.09,1,365
8.49,1,365
38.06,1,365
10.16,1,365
4.98,4,1460
3.22,9,3285
108.41,9,3285
0.33,0.164383562,60
5.13,0.082191781,30
5.28,0.082191781,30
5.12,1,365
0.04,1,365
2.27,1,365
54.17,1,365
68.3,2,730
1.27,1,365
49.13,1,365
0.85,8,2920
5.6,1,365
5.32,0.657534247,240
4.62,3,1095
9.98,14,5110
3.32,14,5110
7.4,2,730
7.4,0.410958904,150
0.61,2,730
6.3,2,730
0.8,5,1825
3.34,4,1460
7.23,0.246575342,90
0.98,0.246575342,90
8.03,0.246575342,90
9.03,13,4745
170.19,12,4380
4.19,6,2190
17.99,3,1095
4.92,0.410958904,150
4.92,0.410958904,150
4.92,0.410958904,150
4.92,0.410958904,150
3.98,13,4745
0.91,15,5475
1.82,2,730
6,1,365
97.01,2,730
9.88,2,730
6.14,2,730
6.14,2,730
11.28,0.657534247,240
2.12,1,365
0.05,3,1095
7.02,2,730
1.38,4,1460
1.82,4,1460
6.07,2,730
0.91,2,730
42.9,2,730
2.62,12,4380
2.62,17,6205
33.93,0.164383562,60
9.62,2,730
77.54,3,1095
0.31,11,4015
4.2,2,730
8.32,1,365
4.07,2,730
2.19,8,2920
9.15,1,365
24.94,7,2555
3.1,13,4745
0.12,8,2920
9.89,10,3650
0.25,5,1825
0.38,5,1825
9.14,2,730
14.18,2,730
5.18,2,730
3.17,2,730
9,2,730
5.1,7,2555
6.77,6,2190
3.07,5,1825
24.87,6,2190
21.52,5,1825
22.07,5,1825
4.1,3,1095
3.19,1,365
4.93,0.164383562,60
4.93,0.164383562,60
4.93,0.164383562,60
4.09,4,1460
3.87,4,1460
7,1,365
1.35,1,365
9.12,1,365
6.92,1,365
106.35,1,365
7.12,2,730
1.05,1,365
2.05,0.246575342,90
2.05,0.246575342,90
6.09,0.164383562,60
1.8,3,1095
26.98,2,730
1.95,10,3650
105.02,4,1460
29.01,1,365
11.95,5,1825
29.73,2,730
3.03,2,730
6.05,2,730
10.2,6,2190
0.28,0.057534247,21
1.16,2,730
6.23,2,730
476.02,11,4015
5.17,4,1460
7.23,1,365
5.24,1,365
6.2,1,365
5.24,1,365
0.92,4,1460
58.01,0.575342466,210
8.19,1,365
13.92,2,730
13.88,0.246575342,90
22.9,2,730
5.14,1,365
14.1,0.246575342,90
3.02,3,1095
6.21,0.493150685,180
88.84,2,730
12.84,2,730
8.79,1,365
6.56,5,1825
1.41,1,365
96.4,0.410958904,150
17.22,7,2555
0.09,1,365
0.18,5,1825
2.18,4,1460
5.28,0.328767123,120
6.28,1,365
11.27,1,365
4.19,4,1460
5.21,6,2190
14.91,3,1095
41.23,3,1095
4.26,0.246575342,90
33.07,1,365
0.01,1,365
11.42,3,1095
7.95,1,365
7.95,1,365
3.15,1,365
0.05,1,365
5.09,0.246575342,90
7.12,5,1825
2.1,0.821917808,300
2.1,0.821917808,300
14.3,2,730
71.06,0.164383562,60
4.99,2,730
7.97,1,365
21.01,1,365
3.98,2,730
12.71,2,730
19.28,0.246575342,90
0.19,0.246575342,90
3.1,13,4745
2.05,12,4380
8.18,2,730
75.24,2,730
46.36,1,365
4.54,5,1825
4.06,3,1095
5.22,1,365
31.98,8,2920
4.29,2,730
13.41,2,730
49.06,1,365
59.4,1,365
51.91,5,1825
157.04,10,3650
32.37,2,730
6.92,1,365
7.14,1,365
7.14,2,730
6.13,0.246575342,90
3.85,0.164383562,60
3.85,0.164383562,60
6.13,0.246575342,90
3.86,2,730
13.84,0.575342466,210
14.61,0.575342466,210
15.87,0.575342466,210
4.06,1,365
9.07,2,730
16.95,2,730
6.06,2,730
0.07,6,2190
1.84,3,1095
0.62,1,365
4.3,2,730
12.26,1,365
9.02,3,1095
34.48,2,730
6.3,2,730
11.29,12,4380
5.53,2,730
10.02,1,365
10.18,0.493150685,180
3.21,0.410958904,150
0.26,0.328767123,120
5.24,0.410958904,150
3.99,2,730
8.16,2,730
0.3,1,365
8.19,0.246575342,90
4.98,8,2920
0.24,6,2190
12.06,5,1825
6.21,5,1825
4.19,0.164383562,60
4.21,0.164383562,60
6.16,0.821917808,300
7.13,1,365
2.2,1,365
3.39,0.657534247,240
8.86,3,1095
5.1,2,730
18.93,0.739726027,270
0.82,5,1825
6.06,5,1825
4.07,0.821917808,300
4.96,2,730
13.97,2,730
48.43,1,365
10.45,0.164383562,60
0.29,0.082191781,30
30.13,4,1460
4,0.164383562,60
5.03,0.246575342,90
5.34,0.246575342,90
5.31,2,730
7.04,0.657534247,240
8.06,12,4380
10.13,12,4380
497.07,16,5840
70.06,11,4015
7.12,1,365
4.2,1,365
5.19,3,1095
0.09,17,6205
0.12,1,365
4.4,0.493150685,180
10.83,1,365
0.03,1,365
4.12,1,365
4.12,1,365
13.06,11,4015
38.1,2,730
5.12,1,365
4.1,5,1825
4.07,1,365
8.96,0.657534247,240
14.77,4,1460
2.26,5,1825
7.96,0.493150685,180
81,0.410958904,150
2.81,1,365
0.49,2,730
0.14,1,365
6.36,1,365
9.17,6,2190
3.24,6,2190
12.33,1,365
5.31,1,365
6.2,7,2555
4.23,6,2190
11.2,0.904109589,330
11.21,2,730
0.08,8,2920
2.05,0.246575342,90
12.25,0.657534247,240
18.88,1,365
9.12,1,365
9.81,1,365
5.82,1,365
9.03,0.821917808,300
30.01,1,365
4.15,0.082191781,30
3.09,0.821917808,300
3.09,0.821917808,300
1.07,1,365
8.25,1,365
5.05,1,365
0.02,5,1825
4.86,1,365
2.12,2,730
0.08,1,365
0.09,1,365
0.2,0.821917808,300
0.21,0.739726027,270
2.06,0.493150685,180
8.11,1,365
12.06,1,365
7.93,0.821917808,300
12.05,1,365
16.24,1,365
30.97,2,730
14.74,2,730
0.05,1,365
4.72,1,365
4.89,0.493150685,180
6.09,0.739726027,270
4.78,0.410958904,150
0.75,2,730
0.19,1,365
8.22,15,5475
1.18,12,4380
5.3,1,365
8.28,2,730
11.32,2,730
48.04,10,3650
2.11,0.410958904,150
9.13,0.410958904,150
4.25,0.410958904,150
8.3,3,1095
13.07,3,1095
107.98,2,730
0.09,1,365
0.09,1,365
0.09,1,365
0.09,1,365
0.09,1,365
0.09,1,365
0.09,1,365
0.09,1,365
0.09,1,365
0.09,1,365
0.09,1,365
0.09,1,365
59.27,1,365
80.2,1,365
59.26,1,365
1.18,4,1460
4.01,4,1460
5.23,4,1460
0.01,2,730
31.04,5,1825
10.99,3,1095
20,3,1095
6.95,0.410958904,150
7.09,1,365
3.95,0.328767123,120
11.18,0.246575342,90
4.13,0.246575342,90
6.94,0.493150685,180
6.94,0.493150685,180
6.06,0.575342466,210
1.18,2,730
1.18,2,730
13.02,3,1095
0.87,0.493150685,180
4.88,0.493150685,180
5.06,1,365
3.96,0.164383562,60
5.45,1,365
4.15,7,2555
34.38,12,4380
0.28,1,365
0.28,2,730
1.11,0.410958904,150
5.99,0.657534247,240
2.3,4,1460
13.04,3,1095
6.25,2,730
1.17,0.657534247,240
0.07,13,4745
134.1,1,365
0.09,2,730
5.17,2,730
0.89,2,730
17.96,10,3650
39.95,10,3650
152.95,10,3650
6.12,10,3650
3.88,2,730
3.12,1,365
4.15,0.246575342,90
2.06,0.164383562,60
7.11,6,2190
5.15,3,1095
0.02,4,1460
6.08,0.904109589,330
2.08,1,365
6.09,1,365
5.05,1,365
5.05,1,365
5.02,1,365
0.03,1,365
5.84,0.493150685,180
6.44,2,730
5.01,2,730
5.92,1,365
60.21,10,3650
12.29,10,3650
21.35,0.493150685,180
21.33,0.493150685,180
6.27,2,730
6.07,1,365
14.25,0.082191781,30
5.23,0.082191781,30
6.19,0.246575342,90
4.28,0.246575342,90
0.04,4,1460
10.18,3,1095
1.22,2,730
6.1,1,365
2.17,0.164383562,60
3.97,0.246575342,90
6.94,0.246575342,90
5.14,0.493150685,180
0.98,0.493150685,180
4.95,0.493150685,180
0.07,12,4380
5,0.328767123,120
9.18,0.328767123,120
5.15,0.657534247,240
16.07,3,1095
1.23,0.410958904,150
5.04,1,365
46.99,5,1825
1.8,8,2920
0.3,0.164383562,60
0.3,0.164383562,60
6.05,0.821917808,300
0.3,0.164383562,60
0.3,0.164383562,60
0.95,4,1460
5.19,1,365
1.73,2,730
0.69,12,4380
12.26,0.657534247,240
7.52,1,365
2.26,1,365
0.14,2,730
5.25,0.493150685,180
0.97,0.904109589,330
4.15,0.821917808,300
5.29,5,1825
4.81,0.246575342,90
5.25,0.246575342,90
4.95,2,730
271.04,14,5110
8.22,1,365
8.22,1,365
5.14,3,1095
7.89,12,4380
11.98,2,730
4.91,0.410958904,150
601.75,2,730
7.49,4,1460
4.32,0.657534247,240
4.25,0.821917808,300
4.26,0.246575342,90
17.27,6,2190
0.29,10,3650
4.26,1,365
10.21,0.739726027,270
1.21,2,730
24.13,0.246575342,90
8.75,5,1825
5.11,5,1825
4.26,1,365
4.26,1,365
3.74,2,730
3.08,0.904109589,330
0.06,0.904109589,330
0.03,0.821917808,300
0.34,0.739726027,270
1.24,0.575342466,210
1.27,0.575342466,210
4.19,1,365
69.06,6,2190
14.99,6,2190
4.18,5,1825
4.03,0.657534247,240
8.02,0.657534247,240
2.14,2,730
2,2,730
2.14,1,365
9.76,2,730
8.89,2,730
1.32,2,730
4.01,2,730
8.15,1,365
5.12,1,365
3.14,0.821917808,300
11,5,1825
10.06,3,1095
26.85,0.164383562,60
4.01,3,1095
20.2,0.821917808,300
3.96,0.082191781,30
0.19,2,730
5.23,4,1460
11.26,2,730
6.92,15,5475
68.32,5,1825
4.3,0.164383562,60
9.92,0.410958904,150
83.1,0.328767123,120
5.11,0.657534247,240
0.99,1,365
7.16,1,365
5.21,0.082191781,30
1.17,3,1095
11.27,2,730
18.01,2,730
9.28,0.493150685,180
5.2,3,1095
5.08,2,730
1.08,1,365
5.35,0.904109589,330
6.66,4,1460
6.98,2,730
9.84,0.410958904,150
3.91,12,4380
1.95,0.821917808,300
4.03,1,365
4.05,0.575342466,210
62.8,1,365
0.98,2,730
20.8,3,1095
31.83,1,365
4.27,3,1095
5.36,2,730
0.02,1,365
21.04,6,2190
6.04,6,2190
21.3,1,365
2.26,2,730
5.3,3,1095
7.1,0.410958904,150
6.29,0.410958904,150
5.3,0.410958904,150
3.49,0.246575342,90
8.02,1,365
7.06,1,365
0.11,0.082191781,30
5.95,0.246575342,90
3.23,0.246575342,90
3.01,0.246575342,90
7.16,0.246575342,90
10.08,0.246575342,90
11.93,5,1825
4.9,1,365
5.24,2,730
4.97,2,730
22.98,2,730
5.13,1,365
1.13,7,2555
3.17,1,365
30.89,11,4015
1.7,1,365
2.98,0.246575342,90
2.98,0.246575342,90
2.98,0.246575342,90
2.98,0.246575342,90
3.85,2,730
3.85,2,730
194.78,0.575342466,210
5.09,2,730
5.34,10,3650
4.3,10,3650
10.15,1,365
4.25,0.410958904,150
8.24,2,730
29.06,1,365
0.1,0.328767123,120
0.1,0.019178082,7
0.1,0.019178082,7
0.1,0.019178082,7
0.1,0.019178082,7
3.13,0.164383562,60
3.13,0.164383562,60
4.99,0.164383562,60
3.13,0.164383562,60
3.93,0.164383562,60
1.05,8,2920
191.78,1,365
46.15,0.082191781,30
46.14,0.082191781,30
0.28,0.410958904,150
46.01,0.082191781,30
46.2,0.082191781,30
46.13,0.082191781,30
46.2,0.082191781,30
46.15,0.082191781,30
7.98,0.410958904,150
6.95,2,730
7.22,0.164383562,60
4.96,0.164383562,60
2.24,16,5840
0.93,0.246575342,90
0.12,2,730
6.01,9,3285
66.05,11,4015
17.4,0.328767123,120
73.9,0.493150685,180
29.09,0.328767123,120
8.04,0.328767123,120
6.28,0.164383562,60
175.07,8,2920
0.3,0.164383562,60
4.11,0.164383562,60
4.11,0.164383562,60
0.01,1,365
5.25,0.410958904,150
7.98,10,3650
0.15,0.082191781,30
5,2,730
4.14,2,730
4,0.493150685,180
5.9,0.575342466,210
4.05,0.575342466,210
49.89,1,365
7.93,0.657534247,240
0.56,1,365
9.66,5,1825
3.4,0.164383562,60
9.05,7,2555
28.17,3,1095
1.22,0.246575342,90
1.22,1,365
7.21,6,2190
15.12,2,730
2.14,2,730
5.03,0.328767123,120
4.04,2,730
13.09,1,365
6.05,0.410958904,150
5.16,1,365
5.08,0.164383562,60
7.34,1,365
8.12,2,730
8,1,365
6.17,4,1460
23,1,365
11.05,2,730
8.85,8,2920
358.93,8,2920
169.67,4,1460
4.04,0.164383562,60
0.74,5,1825
5.06,2,730
3.64,1,365
0.77,6,2190
2.28,2,730
6.34,1,365
2.28,2,730
6.34,1,365
2.99,0.493150685,180
3.52,1,365
7.1,2,730
110.18,2,730
12.47,5,1825
6.47,2,730
5.21,1,365
5.2,0.164383562,60
6.19,0.821917808,300
6.08,0.410958904,150
0.26,3,1095
4.24,2,730
4.16,4,1460
5.17,0.410958904,150
3.92,6,2190
3.92,3,1095
4.17,4,1460
7.9,1,365
1.05,1,365
5.23,0.164383562,60
15.32,4,1460
5.91,2,730
9.47,1,365
23.17,6,2190
7.12,3,1095
1.08,1,365
5.31,0.410958904,150
20.12,4,1460
4.25,4,1460
4.26,0.493150685,180
254.99,1,365
2.25,3,1095
2.91,0.575342466,210
2.23,0.493150685,180
4.26,0.493150685,180
8.07,2,730
0.24,1,365
24.05,1,365
7.26,2,730
1.25,0.082191781,30
1.03,0.246575342,90
1.03,0.246575342,90
1.26,0.246575342,90
6.2,2,730
5.47,2,730
11.19,3,1095
9.93,0.493150685,180
9.93,1,365
9.93,1,365
4.85,0.246575342,90
6.87,1,365
4.02,1,365
1.07,3,1095
5.97,5,1825
8.94,3,1095
16.36,6,2190
5.01,2,730
6.11,1,365
11.16,2,730
14.12,3,1095
13.4,3,1095
6.43,3,1095
0.33,2,730
8.84,1,365
6.34,0.657534247,240
6.97,4,1460
7.05,1,365
31.07,8,2920
3.09,7,2555
4.27,0.164383562,60
4.22,0.164383562,60
5.09,5,1825
61.23,3,1095
5.18,0.821917808,300
8.06,1,365
38.17,1,365
102.45,1,365
26.43,3,1095
5.03,0.164383562,60
5.03,0.164383562,60
4.22,0.164383562,60
6.14,0.164383562,60
0.04,0.575342466,210
3.17,1,365
5.07,0.410958904,150
0.04,3,1095
4.49,10,3650
0.01,2,730
0.03,4,1460
4.96,3,1095
3.28,2,730
0.56,1,365
5.72,2,730
1.55,3,1095
7.95,2,730
8.76,1,365
6.01,1,365
19.22,2,730
2.2,0.082191781,30
1.27,0.164383562,60
2.2,0.082191781,30
3.09,0.164383562,60
2.2,0.082191781,30
3.28,0.164383562,60
2.2,0.082191781,30
3.18,0.164383562,60
2.02,0.164383562,60
2.2,0.082191781,30
20.3,0.082191781,30
0.5,1,365
0.98,5,1825
0.98,0.164383562,60
0.98,0.164383562,60
0.98,0.164383562,60
6.04,0.246575342,90
0,1,365
0.21,9,3285
87.39,3,1095
3.38,3,1095
5.11,3,1095
5.91,0.821917808,300
3.92,3,1095
11.33,2,730
2.87,0.246575342,90
5.89,0.246575342,90
17.32,0.246575342,90
2.87,0.246575342,90
33.8,1,365
18.07,1,365
5.05,2,730
4.98,0.410958904,150
208.17,0.657534247,240
0.4,10,3650
0.07,0.821917808,300
9.1,1,365
22.17,2,730
40.81,1,365
65.37,1,365
7.01,1,365
12.31,0.246575342,90
4.05,15,5475
3.16,2,730
0.25,1,365
5.28,1,365
8.27,1,365
7.27,2,730
5.97,0.016438356,6
7.27,0.019178082,7
3.93,0.010958904,4
5.9,0.016438356,6
7.27,0.019178082,7
2.25,0.164383562,60
3.12,0.164383562,60
2.23,0.164383562,60
2.1,0.164383562,60
2.26,0.164383562,60
6.08,0.739726027,270
5.94,1,365
4.92,10,3650
3.88,2,730
2.15,0.493150685,180
24.36,1,365
24.69,10,3650
29.3,0.739726027,270
1.21,0.904109589,330
12.86,0.821917808,300
0,1,365
29.91,2,730
1.96,1,365
4.98,0.246575342,90
15,0.657534247,240
0.86,2,730
4.21,3,1095
5.06,0.739726027,270
18.1,0.821917808,300
6.32,1,365
54.27,0.246575342,90
9.1,0.821917808,300
4.3,0.164383562,60
14.26,0.246575342,90
5.29,1,365
7,1,365
4.2,0.657534247,240
29.17,1,365
0.99,1,365
5.19,1,365
17.91,8,2920
20.98,8,2920
4.96,1,365
10.97,7,2555
6.24,0.575342466,210
6.2,2,730
142.67,1,365
15.03,1,365
14.11,5,1825
8.06,7,2555
6.94,4,1460
7.22,3,1095
15.9,0.739726027,270
